evento_id,ip_origen,ip_destino,puerto,duracion_segundos,bytes_transferidos,hora
50fbe451-e2c8-492d-8501-64498382d8a4,205.202.175.14,111.107.252.193,8080,33,387679,04:11:35
e582f02d-9261-46af-8aef-7b7ad6b12d06,112.211.41.46,118.98.87.65,8080,8,364432,06:32:20
876425fc-25af-4d7e-8771-20309e2c9189,206.137.255.231,133.225.248.94,80,66,915628,08:40:35
5cf9c89c-b9f5-44b8-b0b5-f4de00cbf634,214.216.145.152,82.116.32.32,3306,100,865459,01:28:56
81c72ffe-5563-42a2-b9f2-77c7db37268f,204.59.240.114,208.246.157.115,443,122,821523,05:27:51
cf609d22-787c-49fb-8092-cfc14cd46bed,19.233.146.43,206.42.198.61,80,95,793133,07:07:46
2c1b4714-d1d3-4b7c-8657-d42a89e285a2,95.52.139.52,57.133.83.117,3306,155,847321,20:48:04
8f2da312-e72f-4457-a0a4-011be4f2695d,25.192.180.78,129.168.119.85,80,97,668424,06:18:21
14d6dd5d-45a0-4631-8b99-cceb27dc840b,77.252.174.172,164.204.23.121,3306,15,962434,13:20:59
f3fd4c33-f376-48d2-99bb-2f242cb1c728,79.217.198.54,5.240.84.6,80,32,990804,13:25:06
3186f17d-66a5-4bc1-8e1e-12f7d2a8384a,117.111.218.93,26.252.62.68,80,92,767894,04:54:27
28b7efd1-a495-47ac-9fa9-ca06790beb60,203.114.173.32,118.245.62.49,3306,0,915614,21:44:20
d175d3e6-268b-4294-804a-17cdaac93ed3,69.224.25.11,165.239.159.16,22,56,301720,00:11:00
d839fce9-7521-48c9-8101-4069e6880198,28.114.21.152,210.16.175.158,3306,30,175940,02:40:52
1e8f2ff5-7599-47f2-a4f6-44781be10460,210.167.102.23,102.218.193.55,3306,122,878786,07:05:23
e91127dc-c085-49fc-b236-f8e6a74c30b9,199.30.82.248,41.106.131.148,443,5,960206,13:45:56
becafb3c-847b-457e-b15b-63571989e620,125.40.246.145,7.213.40.138,443,2,420383,03:16:49
bbcab84f-03d8-48a9-9ca7-b33476dd234d,59.205.36.174,159.83.86.151,8080,53,760549,16:53:01
942b5476-4fab-4b89-8300-f63f43ebabea,206.123.172.164,135.24.60.25,22,37,887380,00:10:59
2fd9118a-1aac-4b2f-9be0-c26ced78e6f6,162.38.228.226,115.255.237.145,443,135,394776,20:27:54
a1b880d7-3162-404d-8036-801e071292c3,12.232.213.155,168.149.244.118,443,13,501996,07:58:47
d35900d6-4a4d-4a3a-ab8f-93800a604a96,6.56.23.139,79.105.240.148,22,133,579619,13:01:48
7361b051-1230-4264-89ce-798533eb9f68,203.34.2.39,27.113.200.33,3306,70,607355,20:52:51
dd09a68c-4a5f-4fc5-8ca1-7e94c4bc7c53,64.159.210.179,213.97.116.32,80,27,873525,21:37:09
84cb3ac0-9c77-4143-9a75-161d054e7b14,54.233.65.103,43.27.91.162,3306,105,217652,22:25:06
2475d1fc-da9c-4097-bcde-4f7a5d913edc,17.89.19.4,121.98.73.155,22,87,902979,20:35:59
76e68fed-5ae7-4aaa-94d5-18b273be32cb,144.212.145.89,135.253.92.118,3306,66,357348,14:38:05
acf770c2-1ae9-46ba-a4f5-d5d7d25ccc03,166.157.3.150,139.112.27.113,8080,84,444459,03:03:53
8aeda311-80dd-464c-994a-08c7dff6bea4,201.102.10.237,99.70.78.9,8080,54,58703,11:03:22
d5aee654-f30a-4544-abdd-3b4015a0280b,185.255.98.58,129.226.215.45,8080,194,231918,00:39:08
435f1acf-2131-45ed-900c-bb8a41307d45,79.11.235.120,107.152.19.68,80,43,696279,17:51:43
5dc6bf61-75a9-422d-8d64-a536040feaa5,67.250.19.250,43.173.190.145,8080,7,234163,07:22:16
277afa38-ad6e-4ffa-b150-04d0884968e0,163.133.71.97,106.43.166.153,22,15,86733,06:05:04
6ed2f667-0d69-4c7a-923a-7063c5243f7e,69.187.111.214,28.89.7.1,22,143,63164,14:25:18
d3a98e68-6d94-4f5b-93cf-a7bd102f49e9,22.65.143.220,191.226.73.166,80,13,787059,09:51:49
8e19055e-9d39-4499-bc40-c4f8e98d030b,208.106.90.126,206.88.170.25,443,111,262638,16:58:46
0d95bbe8-f1ff-4a42-88ac-1109a941519a,185.82.92.22,124.16.246.23,22,12,135776,06:35:56
3db21355-530b-4c8c-b55b-e63994fe4d08,45.222.7.205,205.137.232.18,22,44,632670,08:29:00
616f3776-9b2b-4420-a9e8-aabc6eaef795,12.149.187.237,144.26.102.192,3306,12,673720,10:45:57
be4bc164-e2fd-4a9f-af39-972a18d030d5,156.38.125.64,52.186.81.158,80,64,554906,05:19:12
f650b187-08ab-4b0a-9b8e-8125a94db4dc,60.25.253.142,26.132.73.246,443,101,198415,05:34:06
be8e7359-9507-45f1-88b8-15e51e71a8d0,98.178.27.60,118.4.204.149,22,104,741036,22:07:10
ec5b09d1-ff98-48e4-b830-ed3600ec3b2d,72.105.74.4,13.31.214.160,22,93,823495,16:41:09
ce82c24a-d7f2-47e6-b75a-2adc8f5f5da7,73.19.111.111,105.36.130.95,8080,1,271886,19:53:07
0da79a56-3106-4006-a7e2-fa0d85c83c29,50.77.240.67,185.160.194.20,3306,53,950920,16:22:13
e613e153-63b5-4ff3-b1b9-e0bd6f5f8002,102.101.48.214,20.123.203.39,80,24,702611,05:51:53
c7abcd82-c0fb-4a48-a81c-8d6ed95a3cb2,173.91.52.204,188.194.77.57,3306,220,752956,20:45:23
06aa2e0c-76c8-47bc-9ab8-9f4e2e2e796e,106.247.251.253,91.148.205.186,22,40,244185,02:22:36
7c7145ad-08b4-4336-9424-6098f98ca362,35.73.81.195,169.126.19.233,22,79,719644,01:47:34
32bb96fc-32a6-4cfd-bfb4-5db26e073117,151.157.39.245,112.25.6.159,8080,70,354328,08:08:40
76365c6a-dac5-49dc-b9ac-eef07b89d555,101.146.206.32,83.126.152.75,80,84,171907,20:46:24
9a936a54-3a9b-45e6-af5e-a4f128a010de,145.105.140.224,138.244.164.13,443,18,18078,04:25:41
2b9fb03a-f24a-4aea-ba22-a9604adad0c1,87.59.201.98,184.136.160.68,443,43,828834,13:09:36
6efd3dba-4837-4ee5-9e82-4f7a802fefd6,171.147.219.217,10.173.227.165,80,15,482895,09:32:12
051bf2cf-952f-4e5e-8000-ae82a9ffb1f2,59.143.229.41,30.95.119.212,8080,79,974033,20:16:25
2cd97eba-04f8-406c-9d3b-293c5f4a8652,189.90.163.207,73.221.155.164,22,13,323288,15:06:13
f0841237-47bf-44a7-82a2-8b4abe10eabd,186.124.27.170,102.65.72.177,8080,31,616787,06:09:57
42438d22-f8e9-45b7-8eb2-523b0e8b493e,217.108.30.217,183.38.147.147,443,25,706876,23:47:47
7df8551c-cc8b-4dd5-87eb-15ac501b7e2e,31.151.122.188,128.124.8.54,3306,1,710644,20:36:27
349ade2e-12bc-4fed-9430-deb8959ad07b,134.205.225.163,8.181.29.175,3306,61,289078,01:17:16
8105e197-b874-4389-8d9d-a8ef2a8717ea,71.29.65.5,199.3.245.239,22,71,243956,22:40:33
c43eb805-a638-4e56-a3ea-d7d8a90449ea,111.79.44.93,106.58.27.13,3306,111,167298,03:16:08
82356b8e-4982-4c2e-b3ac-8fc3edd60b29,207.67.105.152,86.108.146.95,443,17,290960,15:50:28
27676106-8182-4e80-bbeb-446aae714720,58.19.162.81,25.240.251.186,3306,30,332357,14:04:29
1a881f2d-4bea-475f-870f-24e2116f16b3,136.242.68.96,208.116.11.27,8080,175,707785,09:17:17
1b1bb936-f5f0-4093-8107-ea32f3c8d085,38.210.131.213,80.243.181.78,22,13,212583,07:44:51
5fcf42f1-4f67-4378-b6e9-6e9f88c9f191,152.195.255.192,217.66.199.249,80,89,775254,16:15:47
651ca512-553c-4b6a-9c54-ee9c7a92507b,137.75.18.217,40.144.89.10,80,2,361847,01:32:29
e0c64a55-926f-4276-b7e9-9cb64e8696bd,154.80.185.205,58.239.185.69,22,45,407018,14:03:27
d3431302-8900-493b-ad3b-249db0531040,22.124.119.53,52.39.133.125,3306,44,911311,13:32:20
d944cfee-22b7-4e50-ada2-84cf676e5e86,204.12.8.71,206.44.4.227,443,81,618818,08:39:59
e9ade2e9-c7c4-4e13-8519-0d378482ccf4,64.8.28.164,179.247.210.232,3306,7,730920,04:51:35
61f8f741-1da1-4d03-a02c-ced817eb6c06,223.64.61.105,178.158.81.232,3306,94,806743,06:44:41
d0c4b38f-ef65-4bca-88cf-a62714219773,5.11.86.242,135.163.221.194,22,134,827465,16:15:02
074caf5d-9659-4402-8a2c-a675a7968e36,192.246.84.148,177.72.73.201,443,242,853648,12:41:29
11019bf6-829a-4c84-b720-2d4b649f0df1,22.79.124.43,167.248.183.201,22,42,873208,08:13:45
116b196d-7f41-4998-8405-c594ff80ae74,164.23.253.142,105.138.138.40,8080,38,996888,07:50:43
929064bf-89a6-41cc-b2a7-386c8f2c8ed0,137.135.46.150,98.4.117.188,3306,12,696535,16:09:42
c8c7e5b1-99b0-4d5c-bd94-4d7a954509e2,160.52.241.36,68.117.112.230,22,128,30522,02:08:41
f06388a3-83ea-4d06-804c-32cb74fd0678,221.85.157.222,136.130.106.60,8080,11,488769,10:06:11
024a3cf1-5d6b-41f5-a019-8ba1e9bfbf41,81.87.125.10,42.20.111.132,3306,78,457943,08:43:50
30e1ca84-8f66-446a-8896-55388a71a032,52.43.216.231,93.112.172.193,443,72,705125,18:52:53
e24a0ef7-cca7-47e4-b135-8a59443cab65,214.172.210.121,222.247.131.24,443,80,340091,23:22:09
0ed27e0b-6482-4dec-b7ce-b0a909f20d4a,138.201.246.229,198.250.138.208,3306,1,480284,13:27:31
520201be-69e8-4c5d-b551-9f8ff09c51ce,170.28.167.41,109.167.31.183,443,46,175695,03:18:45
4819ddaa-1109-445b-98fa-0805a4c65756,40.243.226.133,102.4.39.126,22,6,346526,11:18:18
0aefb4c9-5271-4959-a024-f3860c72a280,214.110.32.70,217.58.26.181,80,78,832819,13:43:32
b7660e08-1b37-4f3d-be81-2d5033cbce40,68.171.182.193,76.55.143.33,22,12,800943,10:17:24
e2e5bdbe-4a29-426a-8d09-b1c31effc42e,8.130.132.158,198.192.221.234,80,73,189768,16:25:45
4c61653c-26d2-462e-bb6a-06e7d7333ec9,97.6.202.234,146.122.77.128,443,98,262268,17:11:25
94b85be2-b5da-4cd0-bff8-98e3d5e4dc4e,72.13.160.50,65.100.92.13,22,54,338220,03:18:23
7ef40da6-688f-49ee-b2ed-baec550d9b48,106.101.239.123,153.100.21.206,8080,87,379667,05:21:38
00dfbc9b-e80b-407f-a228-3b2d314c8d01,145.237.197.107,139.163.253.14,80,33,590262,12:53:45
eb7363b0-c1dc-453b-a939-f0b3d320db5b,95.251.192.17,47.22.175.158,443,155,478191,09:16:28
8a04c45a-c8b8-4404-9c31-f22058df9394,135.6.166.232,51.22.143.55,22,17,416404,18:16:39
493b2b1d-d58f-4c9a-aae9-f5f5521b260b,94.42.136.103,32.17.84.178,443,16,941467,01:25:30
dcd6c807-9271-4573-8c0f-5aaf009efbaf,32.168.147.10,76.195.181.150,80,7,470369,21:03:02
b68c3163-30dc-43a1-89e5-79cc9d879766,158.70.95.7,4.122.246.180,80,8,616945,02:58:13
de582093-5b16-475d-b912-929c96825343,179.196.217.82,29.208.172.95,8080,8,518246,10:01:49
cf15d8df-b88d-4619-8629-0198743ce88b,8.2.235.237,190.67.204.157,8080,21,49510,06:24:33
405fb722-6920-4ab1-afde-4a3b5993d5fd,155.131.206.186,32.132.47.57,3306,74,630529,02:08:05
cd65b7e5-85a3-4618-b50d-d698e4284010,74.60.245.69,108.186.87.26,80,147,902478,23:29:39
3b0433ec-d73c-4bde-aef5-76d8a66a38f0,47.157.241.157,177.98.77.73,22,6,772346,20:09:11
6dd44878-c00f-43d0-95cd-e97434670007,42.43.106.44,31.5.117.71,3306,32,383559,02:40:54
e5f452cc-06fb-4526-8388-8ac122358bef,4.120.3.196,179.205.149.11,8080,6,472867,07:31:25
f3588be4-e008-4570-8afd-afc0cb043b59,45.207.127.235,4.8.138.235,22,0,989756,23:39:32
b3467b6b-d78e-456e-b163-92fa8b42cb66,175.223.232.158,102.43.37.83,80,12,686173,16:00:32
e03b07f1-c408-49c1-9cce-ea537d8f952e,210.15.237.2,35.173.159.149,3306,45,254723,11:19:24
d12f0db6-1cd6-40f4-bb08-2dc1102b9577,149.64.16.47,162.40.77.241,8080,22,27673,13:53:18
7e5c0435-1cb6-4e88-9135-9b8a756978fe,208.138.24.38,5.50.125.105,443,86,96788,07:11:32
64cb3c57-896f-4bca-b175-ec16bb3834cf,96.150.160.174,139.34.61.235,22,174,478628,08:44:06
e9a1882c-ab00-47dc-a9ef-9c85407f0e6c,91.2.34.232,24.188.1.125,8080,13,559918,19:04:02
577bd936-67ce-453b-a4d3-8be0543f76f4,178.200.152.20,38.202.55.179,443,4,888762,16:39:11
028f75a4-0deb-4793-a945-093fe9a25523,109.211.138.146,99.39.223.86,22,8,310873,15:39:37
f4f43c71-747f-4ade-a433-c6a96c5eb9f0,173.117.98.34,83.46.6.128,80,149,491105,01:07:37
3bf2c59c-0f54-4df4-8a8a-da24df53d9af,223.97.155.57,126.119.75.202,443,63,60579,21:33:30
5e8fc12b-85c5-440c-8aba-034215ce665c,92.188.119.40,11.225.109.126,8080,18,196600,05:03:32
6538ec2d-ecb8-46b5-b266-e5e9ad589762,188.8.125.39,94.211.98.63,3306,17,143107,16:18:44
d056cd2a-6cc5-41a6-bdab-ea3c234ae8c0,61.43.248.99,81.59.8.146,3306,227,998357,23:50:47
7b5d7521-fd05-4a6e-b590-99ca987ae050,214.192.146.185,206.123.99.114,22,6,671071,12:52:31
61cc0c53-8b92-4144-b83e-8bbe7f93183b,34.195.17.199,53.86.94.30,8080,10,602557,01:46:36
5037720f-e407-46ef-a8cc-1113c1485197,106.106.61.60,182.75.17.23,8080,3,928080,16:55:40
36f5ab0a-c20f-40d3-a0c9-cc3eeb20bc64,17.42.228.129,129.160.164.30,3306,13,19205,02:18:10
7cab48c6-864d-4dd7-a727-fd477fcafabf,41.121.182.195,198.236.52.138,8080,171,420565,23:06:40
ac6f2db6-9d20-4de1-809b-63f416d474d3,124.146.173.50,158.126.106.55,80,27,234120,16:50:44
51982b6f-18d2-4444-ad44-7e89482d6c85,99.214.52.250,49.219.167.77,22,10,695886,11:52:05
059f9e71-c18d-41f4-bdd3-7d8e66077882,130.160.157.0,184.40.178.183,22,2,408254,01:44:22
8d4accd4-2e68-4a4e-8e36-fd4660ad0f6e,100.209.165.48,30.48.143.208,443,60,505315,22:33:18
b1a4b160-e62f-4960-b5d8-3e82ecc6ee8c,26.194.161.246,40.244.167.168,8080,10,691467,06:51:33
42e7e330-4f29-4930-ade6-348868b1b6cc,32.183.122.62,222.49.110.241,3306,13,410247,09:38:19
91097f44-cc6e-4eb0-8fba-9f850a428e49,164.160.197.130,64.22.210.34,80,42,45543,18:14:21
a00f1f12-c164-485f-a2ee-aef023f5678a,167.175.108.237,12.228.117.97,8080,98,800355,16:51:32
4b8daa5c-e621-4e33-9190-28de42777d72,215.147.187.29,103.51.180.60,80,102,341845,19:25:11
93738621-da17-4107-bacb-e7d77fa197e2,167.131.190.237,90.122.252.7,80,244,847463,12:29:41
24b888b5-8c31-40e0-b029-c282bd993e46,86.191.108.203,77.115.132.85,80,9,468803,05:08:49
8977e271-28b4-4a68-8151-da0339f115ce,113.210.101.96,161.32.93.33,443,92,897477,00:42:24
33db48b8-eba5-4d26-bb96-ee94a90515b4,120.239.200.127,101.233.171.82,3306,23,854208,02:35:49
974076d2-608f-45d4-afd1-205e31e5ae6c,176.53.104.117,217.4.132.39,80,49,697842,18:08:46
3e8a4a4b-78e5-447e-a058-50a59d4e2878,145.81.67.92,123.68.178.218,443,51,880829,08:54:04
a307a4e9-52a8-4e18-a213-37b2d288cb62,123.254.81.233,115.185.144.0,443,101,103965,09:40:22
c32053ec-6787-4173-a5bf-3eaeef1d92ea,113.12.91.147,180.141.189.144,22,42,535560,12:14:12
35b43084-db29-4655-a632-3bdf934f230e,203.157.253.9,144.28.189.147,80,24,627337,16:56:55
57270019-b3a9-48ea-b558-6fd2386e2def,112.202.158.169,190.156.178.127,22,281,829421,12:04:20
b94ec639-c9c1-424d-95de-7896dcb325c5,74.71.152.129,8.194.7.232,3306,18,613520,02:53:51
515beac7-6300-42c0-9794-5a36587ad749,113.233.201.48,177.137.79.50,8080,37,159576,21:55:29
f8323890-fdd4-4d4f-b069-fa5a01bc8aab,120.140.2.155,56.100.239.251,3306,12,954830,18:32:14
6acaa0bc-bd66-4b33-ae59-3347ff549630,172.19.211.42,44.253.244.90,80,113,754242,19:42:04
b4a45df6-b9ae-4183-a866-2dc6aeff5dbd,189.176.142.72,165.65.187.136,80,80,750014,06:29:39
1e658804-ef25-4a2e-99b3-88146bcdd105,124.122.193.19,109.78.211.35,3306,74,468878,07:36:51
b9b6b1bc-a5a4-4226-bf06-f134b268c44f,67.34.197.129,47.168.75.177,80,45,312601,20:41:35
cc724d00-2643-4508-add1-3d580af5f63f,197.195.216.29,190.226.117.9,3306,35,323345,04:55:01
becaf6e1-cbfc-40d9-830c-b66f375bd93d,148.151.10.46,80.60.93.72,22,27,234305,01:48:40
7aac5e45-2a86-4972-bffe-09abf05b4069,32.132.173.79,182.228.27.204,22,28,628349,15:47:17
daf534a1-df57-4b61-9ad6-d287629ccc50,137.167.94.111,13.216.151.113,443,69,749467,12:37:02
90e40d15-4ab4-4b30-ae0d-08042b336d60,102.235.30.8,99.100.6.26,22,93,672554,13:41:07
18d14bdb-0fbe-4069-aef7-233c63353d38,106.236.136.202,103.204.68.103,443,51,49338,06:50:17
e2b15fe0-a489-43cf-860b-99fe213607d2,113.200.177.175,164.196.90.168,443,54,771620,10:24:20
e2561a0e-4a3d-405c-b665-39bb7813bb68,192.227.63.157,139.138.248.134,80,5,191838,14:21:15
d4690bba-5dce-489d-a07e-fd6cfb8434cc,60.214.132.80,190.118.78.153,8080,37,576284,04:28:38
523c8130-58a5-491c-85ed-9348a46e798e,27.162.150.141,37.118.136.10,3306,16,662343,04:50:10
ebe664be-8cd4-463f-8d62-d7f695cab168,31.79.88.48,178.30.76.203,80,210,237263,23:11:48
a82104fd-3c85-4a24-8be4-dc93d6cd746b,23.178.241.223,123.2.66.93,3306,24,131628,12:27:57
35bbf4a8-0e1c-4375-ba43-0c66279cfece,7.92.129.201,204.16.166.37,80,67,930569,04:27:09
7be97a00-2cd4-48a3-99ae-c5287be03d0a,91.199.174.57,151.52.105.79,22,159,945657,07:11:31
eddf9841-63ea-4331-a14b-9a340b2119ee,154.123.94.81,175.6.184.19,8080,22,527344,03:44:02
45074a95-b8f8-4ea5-a184-ac67cd80390f,101.222.215.189,118.212.120.100,3306,18,259723,17:55:29
b9458641-25bf-4c0a-a9cc-7ae277bec690,23.140.75.231,17.157.201.232,3306,67,621354,12:26:29
4f03bfc3-2a8a-4570-a6a0-9a74b0a25b95,105.237.206.103,130.41.222.91,22,45,662600,20:51:33
11aaa245-c3d0-48e4-af15-138b38b003b4,220.74.71.135,83.97.150.100,80,54,417618,19:34:06
236ec2dc-48a3-473a-a15e-e61fe7ccfe3a,209.110.187.173,21.70.20.40,80,0,776994,20:52:31
84b2d7fe-3798-4c03-a038-f4ad6522988d,180.97.94.16,121.197.126.39,443,49,513309,23:48:21
c5e73fa3-704a-4792-8b95-99c3f15f4c4e,192.46.3.27,117.58.7.97,80,23,217834,18:16:14
d14121cb-7556-4df2-bf6e-8e83cb3ae8c1,155.165.123.99,76.169.75.40,443,45,584093,01:49:02
b30b097e-bc70-4ac3-bef9-2e6554cb26d9,30.110.254.208,210.237.157.15,3306,301,516712,23:38:29
5d6324d7-5eb8-4773-9a8f-07c9deb3b063,18.78.128.127,108.82.28.120,443,201,539672,03:58:51
c7950aa1-dfb5-4eec-8b98-3fb36e5e998b,17.191.126.255,191.63.182.231,8080,134,617962,13:31:25
7ef83de6-cf10-4567-92ac-6f874ce03616,24.97.181.16,77.181.174.165,3306,47,819937,11:30:39
fe61f314-aeff-40d6-bb86-e155e10b3182,182.250.100.255,39.141.198.94,80,11,235187,17:05:06
08fe2a64-6585-4967-9288-8d71e653b786,51.132.64.158,66.25.166.247,3306,0,696936,11:25:15
83311c2b-1fb7-4d74-8dd6-a90ceab6057f,107.79.60.248,150.226.65.110,80,110,469268,05:10:31
442298b2-29a7-49b5-ae04-0c23cf256707,24.165.50.9,80.223.58.67,80,1,659316,17:49:42
c7e6842c-e64f-4b0e-b74a-6863547577a9,189.231.116.140,46.30.129.95,3306,22,503254,15:10:51
efb9d6ee-09d1-441e-99e0-6388674dab08,50.97.252.5,98.66.80.184,22,115,38259,01:43:38
ca77c07d-2c13-442d-a466-0dc78474605b,14.135.225.6,42.41.199.224,8080,18,958372,16:26:19
4544aa9d-2864-4dca-a042-4639e93cde8e,156.29.189.177,25.204.73.205,22,43,920706,16:45:15
b023d62c-5509-495d-a451-acbc3fcc1c55,175.146.135.37,33.159.70.64,80,116,935139,14:39:24
648e09a9-32ce-4e36-9604-04a22e7deea3,5.126.163.68,140.184.83.109,22,183,116347,17:52:51
8228034d-2544-425f-81f9-8bb6b979f0c2,125.133.159.203,122.32.49.101,443,11,241661,23:42:26
64b25e18-4173-473e-a4ec-4e646fea45ba,76.59.175.38,218.230.139.185,80,30,910554,01:27:32
5f5c41ac-8f3a-4958-97b7-75c6d3341b41,112.29.7.106,165.11.97.129,443,294,669627,00:29:11
14ca05ef-63fd-47c3-b8a8-b637155aa15d,215.135.157.81,126.206.43.163,80,66,123951,22:21:54
e5a43af7-cc1f-40b9-bae8-597d2e9c2d92,68.190.129.125,79.229.81.114,3306,61,359978,09:16:28
1322f7af-ae29-43e9-96ce-fba82a4f81d5,181.243.210.73,45.116.169.64,8080,14,656178,08:17:57
e7da3535-2b94-4cf7-ba54-89b45947871e,174.60.123.62,201.59.12.40,80,1,850991,21:09:27
ab99f3b4-e4fb-41a3-805d-095c797c6416,162.43.218.123,144.162.231.228,8080,139,448845,12:05:54
c76d009c-c8f7-4866-bc1c-f11986d79674,184.1.26.7,55.184.10.223,22,31,990200,18:09:59
500e3b88-71c6-47d9-9df8-1415cc9af33a,161.19.220.179,23.166.49.103,80,6,928404,09:49:10
2976558b-5181-45b9-9e3f-960c948349c4,27.174.95.5,62.209.177.140,22,86,72370,22:41:13
bb5fae1b-fde7-4f7a-828d-133ded5e1c19,70.139.154.26,188.219.92.191,8080,8,780873,19:14:01
9a969b68-ab39-4a22-ab33-4608c9aaeea2,203.28.127.57,16.29.216.43,8080,2,139832,20:55:57
815a79ab-9c62-4e2d-8981-05be02258c9b,141.100.224.128,114.121.0.122,8080,67,524503,13:58:32
da3d5570-5512-4737-b29f-28a874897511,145.71.21.134,29.23.191.26,22,15,709845,16:13:20
6bf2932b-b7c2-4811-8866-8098f6c0154d,197.254.77.130,86.179.2.205,80,35,952054,07:42:59
76034542-506c-4046-8e59-bb7bd81f3a26,24.12.240.191,115.53.191.159,3306,43,292899,20:06:36
86315ab1-ddaa-46ad-a317-7e29eb487385,48.65.127.181,117.44.237.26,8080,21,737998,12:00:04
5264811e-b641-4eed-ade3-9fb54ab36d72,98.28.225.1,6.183.131.46,80,134,972619,20:43:33
81d2e40d-2d5c-4db5-834a-f82241849219,185.4.248.14,175.200.171.54,22,18,755703,01:45:14
dcd3bf24-4c9d-4743-be2b-23fb0a953a9a,117.61.254.182,34.210.249.162,22,10,85273,04:42:22
a74c324b-c61d-45b3-89f2-c22fbd1a5f57,185.162.34.179,109.0.187.178,22,23,677804,10:53:19
53e84c8b-92c3-461c-9b07-e36614591baf,47.159.64.196,192.130.213.83,3306,18,921622,19:19:24
2406466d-31e0-47e0-b577-7123e9849192,65.233.204.27,72.131.118.57,8080,120,607265,02:55:50
b386d281-ffa1-4d02-8c1b-d3fb7bc97b85,181.6.4.54,220.78.108.167,22,178,730808,11:36:47
a2dca766-944b-4f3f-84e1-381a587c13ef,217.13.107.181,40.179.98.242,3306,37,252271,22:07:38
761bd0b7-dad1-46e8-a6ee-97d0cfa7ce9e,64.180.4.2,208.141.176.48,22,44,533609,05:24:30
b473edb6-95f0-4a56-9d18-da67d9ca58b2,44.206.4.1,55.14.230.138,443,10,567590,16:53:02
5affb84f-3b9c-49c3-9e55-10132f61d671,203.49.226.32,155.234.196.96,8080,28,381252,14:06:18
ab38c7c1-476c-4446-862f-d03d7c3138fb,82.97.58.94,28.149.139.208,80,30,571528,05:01:19
0e3c9a30-948c-4a28-8253-5f3b7765de66,190.49.135.191,210.106.56.149,22,67,874774,04:23:02
521cadb9-5d71-4ce8-ae10-0d6fd412fafa,100.138.69.80,32.80.154.56,3306,59,91976,14:54:30
bde7bdff-f5f7-4514-9567-eadb228f7654,146.148.159.244,163.221.48.77,8080,42,826413,22:07:26
0b3d875b-f859-42a2-872f-4c86a32efc11,5.65.136.24,41.89.60.18,22,40,457346,05:32:26
452b6f7d-51c4-44bf-a149-64ae312e77d4,193.192.63.145,66.30.199.217,8080,84,708904,13:20:28
fe97033c-35a7-49f5-bc64-cadb56f9796a,15.202.152.28,63.250.87.152,3306,4,760529,21:43:54
b5445d62-cdfc-4005-9f2a-fcfdb8f45228,85.189.145.222,154.34.125.115,80,103,550402,22:48:04
f116baf7-c066-4961-9fab-4f4772eae389,136.17.145.122,209.18.27.191,443,353,686790,16:48:53
b8f6bf1a-9af7-47fb-bd1e-b62a54f12312,155.212.79.166,165.90.134.26,80,306,96457,15:18:44
84eca314-b49b-463e-9b4d-55ff90db3924,30.156.194.26,49.178.60.163,80,4,595780,22:43:44
b69a4108-b026-461a-98af-cdf629aa6cb1,145.246.232.45,172.244.17.150,3306,3,282716,10:45:40
34c1f78b-65e3-48b4-acd8-6d439adfda38,209.55.4.23,40.249.96.185,22,78,82395,02:48:47
b0c418f3-9d76-4c99-91b0-1002fa3b8595,110.81.171.2,54.162.230.217,80,85,507517,07:26:11
899ecf0a-8561-476a-9b49-c6c75b2d9da6,45.92.32.233,24.21.113.179,3306,62,513373,07:49:47
9b145c5a-22b4-4979-bc98-b423557734b6,148.189.172.33,91.209.94.49,80,6,260029,05:13:40
62080fe1-8068-4d4c-83aa-7f86ac87d97e,220.50.177.124,35.62.168.105,22,31,80525,04:12:08
67c78aa8-5a63-4544-b64a-dba39c5ef719,61.101.1.231,24.168.220.80,3306,20,63193,01:34:11
dee19080-ed8a-4c2e-a3ae-f7532b9e3cd5,120.129.137.183,35.163.103.231,80,221,65324,14:06:16
7a88aa67-859c-4ae8-b850-30a57292b01b,151.2.141.30,85.66.4.208,80,39,997388,06:58:06
c9448e48-ab59-4589-8474-8c5a879b1b8c,110.201.206.198,102.158.37.130,8080,113,185099,23:39:42
cf96c1ad-0d5f-44b3-b767-fc558e5597b0,48.218.121.25,107.159.14.239,22,58,596405,14:20:37
d673cd5c-e05a-4fb1-84ad-4090a4fdba84,200.235.189.255,42.90.209.171,8080,133,949624,14:34:51
e39fc25c-d62f-4b94-8aae-7aeebde950a7,42.241.185.56,117.81.70.6,443,6,856158,00:10:11
8103173b-80bb-45d1-82b6-5d57271d2dfd,209.213.129.203,18.9.30.234,8080,39,942599,20:26:49
566033f0-0143-454a-8d53-7d82667e8122,51.86.5.213,149.14.26.249,8080,12,621547,05:33:33
255421b0-9a27-4e5d-8922-d9f50f8f4705,177.30.55.247,50.155.15.227,80,30,186486,05:55:31
3d0da11e-e60e-49e8-87eb-9b8763ef71e9,170.206.236.108,223.229.238.146,443,4,134787,11:42:31
e1e882f8-022b-400e-acf7-750ad3754615,111.161.206.146,116.87.162.82,3306,20,750905,01:38:29
eb3ed951-f404-4d6e-8873-9b7a3751ae9c,55.146.234.3,28.117.13.251,443,30,795692,18:17:08
