cliente_id,frecuencia_compra,monto_promedio,num_productos,edad,ciudad
9410d673-44ee-41ce-aaee-7f72bdc04f24,7,161.97,15,53,Byrdchester
48ba0318-43d6-4840-9a9c-2ccd6f8a9ee4,2,144.13,12,30,Chenville
e93c2921-cadb-4f01-b728-07b936d531dc,14,119.54,9,60,South Charlesland
631d3a22-c932-47ce-898e-349ebe5cc05c,7,178.44,9,66,Kevintown
6eaf2d73-52e8-4d0d-ab68-2ac3f4b743c8,12,168.22,18,63,South Karen
7c228ffd-cb9c-4718-ab24-fbb4d10bd21c,9,154.47,15,69,West Monica
efaf667a-d7c6-4471-a887-be2466f673d6,9,105.77,5,67,Port Allen
3f1b1ef9-a56f-40ce-a129-b6beae4b505d,10,81.19,10,44,Juliafort
c3ef3f26-f499-4865-856f-7a29a48c8aab,6,177.61,13,60,Juliefurt
3166883a-dbf4-4ef7-8bc3-ca108f85aa77,8,91.04,15,53,North Dustinland
20db6e67-01db-4196-9a95-d97f959dda29,12,134.77,19,51,South Steven
126731ce-9d54-4866-842b-6b573fa10314,7,187.79,11,56,North Lorifort
06532f63-2a8a-44b5-bf8c-90312054434f,8,132.78,13,24,New Robertport
36be8234-4f88-4338-acbf-add8998b7438,10,107.54,2,18,Port Beckyport
4b392448-ecfe-4c8e-a86d-ca2deb1420eb,7,219.74,14,28,Lake Cory
87b0483b-40c0-4cd9-a06f-54a91bbd0b88,6,187.63,10,32,New Elizabethview
c0d08cbe-b53d-4355-a726-8fe190e66b3c,13,114.4,8,66,North Juliebury
d7f4dae7-80d0-4342-aa25-4f2186e3ff3c,8,158.95,16,36,South Kaitlyn
bcbd6541-87c5-4488-9e37-f0f72a67559d,9,192.87,16,52,Port Ashley
c2d9ecc3-4585-4b92-8c3c-26e2aa8a1cd0,12,157.81,10,21,Lake Keithtown
79c27e39-fe63-4002-ab91-fa736244ade6,8,192.26,14,41,South Michael
8a501b0e-58c7-4788-8217-a85ea67a1610,14,61.52,18,28,Angelaland
c1454bb3-d715-4056-ab26-d970b1a05aca,11,152.03,3,62,North Samuelton
c10c33cb-c434-4d5e-9fab-34d3c5783206,13,92.66,15,19,Townsendberg
8a7416a7-f20a-4aa8-b3e7-a8a571ac1f01,12,140.8,8,65,Goodmanborough
222b8c74-55ee-4a62-9b30-fa6dcc8ef2cc,10,149.39,3,20,Port Alexstad
d90c150a-d6b7-4b66-9bd2-aaa043c152fc,9,113.16,1,32,East Jamieburgh
53165f46-8705-4881-90c3-42db11610048,11,127.91,6,50,Nicholastown
091d4324-ebe0-420f-ad4f-2dd849cbb8a7,8,84.18,8,66,Shieldsberg
82828e0f-02eb-41e3-ae3d-4fdd1806fafe,12,107.78,12,21,Richardsonland
339f5846-1ccc-4aca-be6d-54e7fcf9872b,11,227.34,1,69,West Jasonville
a87dc4b0-721e-4e2b-9350-84b3db7ed6a8,5,141.78,7,33,East Jillberg
0b72e65c-8aeb-432b-ac96-efc17d3a95c2,8,121.31,10,41,Wardfurt
926eefbf-98af-4c18-983b-dae6038d2116,10,156.46,7,23,Carterfurt
924275af-6997-4d98-8b96-5047edb11eb3,10,157.15,18,64,South Jacqueline
5c4dfae5-1ff8-4a38-af9a-d7ce5b22a87c,11,204.0,8,25,New Kendra
50633971-d2a2-412e-9235-82d95909b60e,8,153.76,6,48,Port Timothystad
182ae89f-7056-42fd-aad6-1b5a6542616d,11,63.84,8,26,Millerville
0ca122a7-41fa-4e01-83ac-b5b746527630,10,192.1,6,26,Colonton
fe05a661-b90a-4aee-9b63-d36793b5d9f3,11,95.48,4,69,North Thomas
74079051-96ac-4f96-999a-cfd58dd050db,9,215.85,18,44,Port Zacharymouth
b2d421a2-5abb-4841-a8f9-de5241573352,7,173.81,18,49,Port William
10fa181e-c1bd-4931-add7-c4d53fd6d1fd,9,121.82,10,42,Jenniferbury
90b1e094-bbe2-412c-be42-2acdeba52558,5,149.25,8,35,Markchester
51dfce5f-354d-4797-859f-3b356d84eedc,9,118.58,16,39,West James
c6e55de7-2e44-4604-952b-87bcbe788083,12,181.36,3,54,Rojasborough
0e20856b-e19e-4495-9050-28783e0896eb,11,161.59,10,34,Ferrellstad
d77df540-50af-4ad7-825e-1c051144262b,12,73.91,5,50,East Stacyville
57c05aa7-43cf-477d-9830-e8ba9cce77a0,10,169.54,7,21,Marshallport
6b17546c-9658-4d56-a5cf-02e6a4919507,7,137.22,2,40,New Ronald
7949972f-2db6-4ef0-b36b-dce8fd6d4598,10,160.79,6,40,Reyesland
b83dfecd-138e-4622-8632-fcc754b9cae2,10,168.14,4,59,New Conniefort
a8773fda-ac35-40f8-b5f5-3158b30d18dd,12,190.75,8,42,East Lauren
36f2558a-0b18-42ab-8d5d-5b94fbed0bda,9,42.92,10,62,Davisville
1a69a4f6-d94c-4c39-a3eb-e4f925b6feda,7,161.16,5,45,Boyershire
6319a2fa-2105-45d1-acf7-5dc4597335b6,8,96.3,2,54,South Zacharyfurt
fb8391fc-f20d-4c70-8746-e545de0a7694,8,240.48,8,58,South John
215cfd9e-8a72-49e6-83b0-5b7e68b82fb1,12,231.96,12,49,South James
dead8f3f-7b8b-40ed-bb31-9b331e2cdb77,12,153.24,14,55,Allenshire
849fbfb1-7e5a-4a26-9923-8f9615cd0f8b,16,191.19,9,65,West Jeremyview
fcc1e4c1-26f8-489b-963a-25716a86299b,10,163.78,12,56,Lake Lindastad
4d9ae8dc-9590-481e-9fac-d3f71c68e00b,12,71.05,16,46,Port Paulmouth
4e44a947-c5d7-4ad9-b878-78b3312c6a3a,9,176.59,18,48,Jonesbury
d26e2579-0797-4e2f-970c-1d4d76f96b94,15,189.4,12,56,Mitchellfurt
3f16985d-2bae-4e3d-902d-48afbff8fafd,10,155.72,3,23,South Victoria
97ee7273-b4ec-47a6-81b7-0bb7b7e072c5,9,108.65,8,59,Shanetown
712cbcc6-eea1-47c5-a801-861acd8afbaa,15,198.03,12,43,West Jackshire
377b01c4-3bc4-4956-afa6-63a7dc50581b,12,314.93,13,61,Fosterfurt
288c8e54-8538-44f3-89d6-ae3da12ebd01,11,96.54,12,51,Annechester
0ff8f516-8ddf-40b2-a9fb-7b007829833a,6,154.78,4,21,New Gina
7e95358f-93be-4d56-88ae-1c0cc0092324,14,105.92,12,35,Josephburgh
72e23cee-d4aa-4901-a115-ddf8c8411f35,10,100.93,6,23,Hernandezborough
7151c1d2-c4fc-41cf-b173-cb60d7384c8e,8,89.91,12,62,Jaclynberg
c0e37178-78f8-47a2-bbe2-7f5467cadfc4,11,140.68,17,56,Lake Matthewtown
c42e23e7-d5ca-4582-b5c9-c7613ad41da0,7,71.14,3,25,Lake Anthony
bb334070-9fa4-44d1-9191-241f0831097a,12,257.16,1,66,Walterton
435d5681-21fe-477b-b1cf-0245ed8e71d5,3,138.35,16,40,South Charlesbury
480ebda6-07a9-4295-af2c-a752095029c7,7,165.83,8,63,Timothyville
89c89995-f85b-4823-b0c9-8341e8944347,15,149.16,11,64,West Beth
b16397b1-de22-44f1-a27b-29ce8ff2e5d4,13,86.03,7,26,West Alexis
74203eaa-97f0-4dcb-b83e-050f9ce0db82,9,23.22,19,55,Clarkshire
01313497-9a96-48d3-8ace-52521906ba33,9,172.47,3,37,Perezton
12d235f8-6f78-4d93-8219-4ae28a7f3ada,8,160.88,19,62,North Karenshire
1a9f36e7-f3ab-4c54-9282-1afe9be52cbd,18,71.24,19,25,Pinedamouth
4d14d6df-dc02-469e-a5b5-9a0dd06aa6fa,10,131.38,3,58,Francoshire
223ab524-3871-43a5-9fb2-69727a9ecda1,11,181.04,9,44,East Matthew
15050df7-340a-4f6f-a486-58395a656623,10,143.53,13,55,Christopherview
81d4e6b2-a819-4ad2-8ec6-87ebea237f6c,8,186.48,5,19,East Thomas
20a2352a-5867-48e2-81d3-2b4c52a1d38f,8,209.79,8,50,Meyerburgh
0b55b475-c8db-4a23-8b90-aceb01f09331,16,94.63,7,46,Jamesside
816f45e5-68c4-4316-a394-d6eac6f37c0f,6,162.48,6,27,Port Danaview
48efeff2-86c8-417e-80fe-36380acbe09b,10,79.02,7,42,Christopherborough
32fe2bc5-08ef-41c5-89af-da2adbe847f3,11,281.75,19,25,Thomasport
e40b2cbe-4570-4e0f-8dd1-5001acabec3f,12,141.76,15,51,East Traviston
ae1a7af8-e906-49a1-863d-ae1bfc0db485,15,174.92,5,54,South Melissa
134abf92-5e8b-4ee9-967d-6b2bb4265820,5,195.37,6,55,North Joannastad
63d1a0f8-c43a-4f1d-80e2-20cbf907baa2,10,132.37,12,34,Ramseyfort
87603da5-8737-4229-98dd-1890b20265d4,13,180.56,13,63,Robertmouth
2d6115c9-c4c3-49c5-8a0a-c6c1ac47794c,14,113.09,18,66,Soliston
226116ad-d2b2-4b79-ae63-15e74851efa3,12,120.41,14,60,New Brittany
b8a6841c-05f5-4524-8e5a-1592da8fba39,11,95.96,13,69,North Donald
6a4b5907-6ef6-450b-831f-7e0ee8907b7a,8,129.25,15,35,East Kellybury
9560ee2c-ed75-4c94-8c1d-6372c092312a,14,112.05,15,56,Lake Belindamouth
23cb4d98-d1f4-49d7-95a6-69575d7b77d3,12,121.21,7,28,New Hector
06271dde-20db-4684-b361-f967860ce3ed,9,123.33,13,66,Lake Kylehaven
cb5bc4b8-88dd-4240-8303-d632134b8d5c,10,118.47,11,43,Mirandatown
02f73d5e-e604-484a-9983-8f0728c754e5,8,154.96,9,27,South Davidtown
d6fe6538-0887-499e-8f05-3f794224a42a,7,104.63,9,62,Lauramouth
68c6664b-33cb-4d0e-a8fd-ca70899a894b,14,127.18,15,18,Hollowaymouth
c2b3960e-bde7-4b17-9089-18a33d3d81fc,11,200.03,15,38,Katrinashire
2211d8a9-4ec1-4121-874e-819ee86dc767,9,162.97,1,23,South Shannonstad
5ae11c18-fa30-488a-bb9d-6aa93b415b76,12,179.1,14,29,Glennport
d7f96832-3712-41de-994f-b20b0a949c31,9,196.8,6,51,Lake Jacqueline
770db931-886a-48b2-af2f-13ebee674413,12,187.89,1,64,Lake Joseview
6909df21-240b-41cf-995b-a25a4bbf0995,10,94.47,2,63,North Luke
27aa2a9e-c2f9-41ce-b18c-9222563f1976,9,87.65,7,53,Peterston
17c1f3a4-3d94-4e74-9b27-e897abed33c7,8,104.59,15,58,Smithbury
5a59613e-125d-4387-927f-24fed7a6422b,12,146.11,17,67,Lake Ashley
9411f9a7-4ed5-4f90-98c1-a305e2b8fd3e,16,120.94,19,48,South Heather
b49c9ff7-1f32-4e37-832d-de76e9ac8954,13,139.4,7,51,West Codyborough
3e3de70c-c65b-4524-8bfc-cb2abb88f782,6,207.93,10,45,Port Gregorystad
7816d6f6-1d29-47ba-96bf-1fb904778b6f,8,86.66,15,54,Lake Seanmouth
fb969ee7-e8ca-4981-a55b-9bdd17bd6559,7,159.75,14,66,Caitlinside
2cdd4bb2-d074-4dfd-93df-82586fb0ff78,3,130.25,5,52,West Oliviaville
90563c0f-d5d5-4377-9310-3181f533bb3f,10,84.03,12,29,West Mariahaven
dfb42569-59ed-4567-86af-670d04ee6a6d,15,178.1,8,61,Sharonton
e3a4aeda-66ca-488f-a59a-3a219c932684,9,148.14,2,51,East Abigail
8bd27138-4d9d-48a9-a4ae-eb96d62dda40,11,71.94,16,45,Danielhaven
b20b3025-5edf-4730-9e0a-0b02a7d2273f,8,159.24,15,68,North Ryan
b2225eae-560e-4256-a80d-8b11e30e1f04,11,181.13,4,48,North Davidbury
d145e2b1-d70c-4d18-832e-e7da9bde73a2,10,153.36,7,57,Charlenebury
c4facdb6-830e-4e0d-909e-3702cdc98606,11,83.05,1,19,Shawnmouth
e3cbcc85-e7ca-4bcb-92d6-a94d7ba9c201,7,200.84,16,24,Turnerside
cc76bf1b-5151-4695-b405-f99b4486a26b,5,137.48,17,19,Aprilchester
7b3cd3c8-8f10-4e14-8108-afe643077c7a,11,140.22,14,51,North Ninaborough
5604086a-2067-4d2b-ac6a-b17c46dd36e2,8,136.3,2,67,East Michael
3e112208-da70-4a7f-8a31-590c353b85b0,12,165.02,16,27,Hallstad
77558334-dc9a-4a68-98ef-9f6b1f9f7849,10,215.87,4,59,East Marcusshire
fb8eb420-c959-4efd-8a23-d23393e8a973,5,126.69,3,35,Carrton
6316cf1a-cced-420d-94b7-04f2a017027e,0,209.46,14,67,Lake Andre
8b17df1e-1f11-4f05-9355-b7f4522a532d,4,132.84,11,53,Lake Erinshire
41d7bd61-dd57-47a2-b166-f62051039cfc,16,72.56,3,22,North Derekmouth
b100adf8-42d7-4754-965b-5ad89846fb82,10,197.31,16,41,South Michael
f274b04a-9c05-4321-8bb9-c2aee467831b,7,82.17,1,33,West Cynthiaview
566650e2-819a-435c-8050-88f9a93ecb29,11,162.36,6,62,Lake Ronald
a8861e2c-8573-4f3f-93a7-ce1402e84790,8,180.0,2,36,Perezchester
cb6f188b-6dc1-4e7e-86a3-71767c205b87,6,133.97,1,35,Claudiaville
0c9882b8-b491-45df-b2ce-a6b418230ec8,13,235.14,14,20,South Brittanychester
939140b9-feea-44d8-ac94-24dea4ea0232,8,209.34,4,53,Daymouth
0199d131-bb59-460b-a54d-25b606ae6894,8,195.42,16,56,North Reginamouth
e2ce1c6e-403d-49a2-9e49-f9f631e94734,9,162.06,2,21,Sarahshire
9ac24b59-64ce-4761-8dd2-89dad4bac48b,11,136.15,9,61,South Stacie
7bd7107b-74b3-4a20-8de4-39dbdd0a0034,14,154.79,11,31,Lake Jamestown
697872fe-4120-4730-b4c7-baa0987e788c,5,157.77,8,55,Caitlynhaven
9600dc96-9ef7-40e7-a77a-7d3536802c82,12,97.34,7,28,Masonton
2e330658-6942-451f-ad20-1a72da6dcd7b,10,163.65,14,49,Barbaraberg
8fabac73-649b-4621-93e7-fb5fb93bbfdc,2,166.02,7,56,Smithhaven
5c7f257c-fc36-4023-a891-076738c9c0ca,7,192.5,17,42,West Karenmouth
ece61d12-f094-4f87-aa54-27383dd56045,10,174.48,5,58,Allenchester
590405b7-b5cf-4e35-8383-80211c774156,6,264.36,19,36,West Francisco
3b7c2a1e-78b7-4162-8dd7-3fc4990e6e31,10,111.08,15,58,Kennethport
d96d6769-62bb-41c3-bd78-46d36e491e9a,10,72.17,18,47,Sarahmouth
cb118037-a4a5-4086-8aa6-521ec466f1e0,12,166.77,18,69,West Gabrielstad
94ed7515-4230-4d79-8a04-aac058006d1d,7,176.67,8,20,New Bradville
fc0f3565-9eae-4582-b61c-c110a96ce7da,14,134.15,15,37,South Pamelafort
bc17dad8-6f85-4d6a-895b-ef2fc801eb76,9,140.23,7,42,Duncanborough
6b8a5ce0-d252-455e-95b2-c9f2708d8bcf,10,220.79,19,33,New Patricia
403d3484-1aff-49f9-989a-42a7dddc1754,10,180.3,6,60,Scottview
d98d155a-582f-4610-b69a-496bb4055a26,9,148.2,18,62,Jenniferfort
2039a65a-c7ff-4a77-a725-847732d54e56,13,195.64,19,66,Cardenasland
ae3acf87-3077-4765-b13e-d43620fb20cc,8,122.82,12,69,Stephensonmouth
44508e66-b331-4dcd-9879-c8e7a715ca59,9,137.13,9,21,Catherineside
45881355-7707-4539-bd8e-60d74eb7eef8,7,85.86,8,29,Port William
e40ea043-5745-4088-a516-f9265682c463,9,128.74,16,29,South Stacyfurt
7739dfe7-23cb-46a4-bdbb-56828d90bc38,9,68.71,2,34,Port Jack
2ff39fb8-c6cd-4b23-84ce-49e648f6f4be,4,149.54,14,46,North Justinport
7ed96dd8-09f5-40c9-ba6a-49653cb82418,11,170.55,1,43,Carlosfurt
2e58477c-69f4-4ffa-a833-376b27aef5da,7,87.68,11,60,West Allenberg
f69addf5-9641-4d5b-89c7-3488cbb83564,14,32.12,3,26,Port Erikchester
3f2eb26a-57b7-4162-9a9e-bffdf18d9e7d,10,130.7,16,26,Morganchester
bfa590ad-893c-411e-b0a1-2e5d8416bdcd,8,180.49,7,66,East Mariahstad
de8029b9-6001-4aac-b40b-bd85c305aedd,18,144.48,11,26,East Tamitown
fcb86dcf-2bb5-4cc4-9deb-868ad0e131b4,11,87.03,6,41,Mckayland
f3471330-544a-4369-b7f5-ad29c4946c9e,11,173.49,2,66,West Brandonton
d2998c9b-4883-4cd4-a312-62b1c27e94ee,6,104.56,19,49,Brittneyshire
fcd234f0-5316-43bc-b206-e8ea9448af3b,10,97.09,13,35,Powellview
758405cf-6855-4a23-b366-41b0782c77a7,9,154.17,8,55,Wintersland
e1c7e943-dc28-4f7d-8425-14cd7af7885f,14,242.62,14,23,North Monicaside
094a1303-1dc3-49b8-8e50-649b7fcbb2ec,7,169.39,13,37,Youngchester
01337429-4e4f-4b76-ad6b-d0ba94417e9c,12,80.84,7,20,Lake Williamberg
350113a1-2292-41fd-991f-6a384eb113ae,7,150.96,1,54,East Roger
ad78cd2d-ddc2-4445-9b08-e13810e010c1,13,156.45,6,23,East Cynthia
f38a700b-b230-4ada-9f48-c4ea8c554759,14,88.72,10,69,Stephensfort
421f35fb-4104-4a8e-9b76-f0036b24dd37,6,190.91,1,31,Mitchellfurt
9ddac4b9-886c-4dfd-8217-8a7d111cbab9,10,105.94,18,52,North Scottburgh
e511b661-389e-4014-b6d2-7f006cd081d9,12,95.52,17,68,Port Brendabury
0f50b430-892c-4275-94b4-1c45633bec41,6,206.96,4,20,South Amanda
c952d5ec-debd-4c76-8208-fbbd1087a97f,15,138.43,2,52,North Tommyville
612dd309-5a20-4d8c-a879-a68f89909a84,6,225.28,4,27,Brittanyshire
fcb8b2b2-c6c3-4b1d-8606-c1c37ae73619,10,94.93,8,62,Hernandeztown
f4a23bc9-1d29-4e89-a237-bd86b52f91eb,10,175.75,6,64,Ernestfort
f7d64e2b-f64b-4b46-aa8f-a213268788fe,7,165.08,12,45,Thomasport
da51aaef-f1d6-43c9-b77a-b944a78cd428,7,252.67,13,68,East Justinton
7b27efc9-4e13-4912-8611-def45de59027,9,54.16,16,21,Port Kevin
3fd0d22d-32a8-4a16-afbf-2153ff99ef3a,19,125.11,3,42,Zimmermantown
6862de86-db37-48cd-947b-2f5596dceac6,8,283.65,8,35,Danielleberg
33b6d945-7d9d-4287-8d17-741642933d91,9,119.46,18,27,North Ryan
07716ff6-0d0f-4a36-9a72-ee11efbacbef,10,109.11,8,64,Nicoleview
9bece35d-9b8f-4560-b244-e730bdacd7de,14,126.8,1,47,Port Thomas
257861d6-e779-46cb-9481-26139b3090cf,11,115.77,15,32,Wilsonville
b9c9e625-8ff2-4623-aef4-5970d847a208,14,163.25,14,41,New Jorge
41b58e86-1534-490c-bc43-8a823b2a2054,5,146.44,7,67,Johnbury
b202e21d-87ca-4be1-9110-0fb2d70e5bb3,9,168.7,6,38,Mariaport
fad8a330-918a-4416-956c-8361d95198bb,5,93.49,1,61,New Maxwell
c69232a1-6936-4164-8728-6823644cab6f,7,258.36,3,52,Lake Latoya
43f003aa-7c7e-43ff-af05-6ebb7a1a9a44,7,85.11,5,45,Taylorburgh
7f16407f-5872-4452-8eb2-3938bd73aa22,10,143.23,3,51,Gloriastad
5b4cc9ea-b577-48c1-a8a6-aa12543c66b0,12,134.15,10,58,Barkerburgh
4ed5b590-0087-4cb1-9f7c-5f2d6eea8d68,10,146.05,7,55,Wardshire
679c68bb-cdd6-41f7-82ac-4e61dc536a64,14,105.83,7,50,Hallstad
ae047197-8565-4bf2-a8bd-a578ca31259f,12,136.71,10,48,South William
604e9501-0350-4176-83f7-8adacd310eb6,10,199.25,11,61,Helentown
8c7137fe-5a80-427b-9cee-d6c6a1aae2d7,14,65.11,13,28,West Derek
a5ab136c-e0f1-4cb3-8a76-ec0d432d24bb,10,153.26,17,50,Devinland
d3a0141e-e599-475f-bd56-478d05d303d1,10,96.37,4,67,New Alec
f490bfd4-c979-4213-99c6-db817d254bf2,8,256.86,3,42,Lake Tara
815f223e-6aa6-4c21-9901-281dada99007,8,307.45,16,20,Justinport
c3046ab4-fb11-4a2f-90f0-e99165a17e8f,10,136.19,13,47,Lake Cody
c13876c9-b12c-4933-8c6b-56639feab2d4,16,96.98,6,19,Nicholston
3ef5b2b4-33fe-4b21-85cb-0d0d7bde1895,11,270.73,7,65,Shannonland
9e50b5ba-6237-44f2-a304-f1e0a60bc561,6,130.02,1,42,Farrellmouth
7cdef16f-6207-40f6-8a3d-2945c6b001f4,12,215.71,9,20,North Micheal
137e7ee0-399f-49c1-a2b9-9cbc28eee075,6,9.89,5,59,Port Tannerburgh
99296b03-1cca-4e87-99c3-f5f2826de021,11,51.01,3,22,New Nicholas
b566948e-c9ff-4aa6-8d4c-d08e97be4eb8,13,138.73,18,31,North Claire
df241243-4aa1-474f-b843-566edae111a0,11,86.09,13,18,New Josephbury
34e40601-85d1-40cd-af97-e3f8129c3d34,14,170.5,13,28,North Amandashire
e03ece38-6e51-4a7d-b20f-0020b2e9f3b6,12,110.33,14,60,New Catherinefurt
8118b1e8-deff-4549-808c-60e9bc8beede,11,221.35,11,23,South Patricia
66393545-f477-47dc-b522-8bf7ccfa7528,8,76.92,18,64,Kennethhaven
0ec08fc2-c91e-4ea2-b729-abb76a0f33e7,6,199.58,5,67,East Angelamouth
27161731-3d5e-413f-aaa5-d6c12e2c7331,17,213.14,19,37,Mooremouth
99034157-6227-4a96-a805-684790d1bcd3,7,185.23,2,20,North Josephside
5f59de2e-d6a0-4aec-92f3-a4a9f67edb12,13,116.05,17,40,Lake Debraville
8402b4f8-64cb-4348-afed-a031524af0ca,5,133.88,14,29,Joshuaton
02ceb126-45f0-437d-9ca6-e5e2ede332b0,13,92.68,10,50,North Elizabethland
467cc8c9-bf69-44e0-aad1-0a4bcdc2ae57,12,206.93,7,43,Barkerview
941c693a-60ec-487e-a4c7-f90e00b96692,7,190.48,7,26,Lewisfurt
903a13c1-fc5c-4310-b148-5b1843750b47,7,141.91,7,25,Deniseland
a7714a61-caad-4cd5-8f51-8ba211ad3ba9,12,191.58,13,41,Port Mark
8d181a25-eccf-4b70-aeb8-15d8e87f6e0b,11,141.16,17,29,South Lisaton
4b9b52ba-a1dd-4618-8ffb-807dc399dd0d,8,272.5,2,58,Hernandezberg
7f3a4fa2-ced2-4197-8745-2c2be6d0aaf0,9,147.67,9,38,North Johnport
0e2132b8-6868-4bc9-9389-a967f0b98bd5,14,128.62,8,48,South Sean
96ef2e40-1acc-4a03-b773-e73fa37a7449,15,205.32,14,50,Port Benjaminmouth
c676fbf0-5d95-4b34-b041-18f75308ffe5,16,209.25,19,34,West Jacob
3a32c703-ec54-4ed3-823d-0c4e2f3d34c6,13,183.99,4,65,East Joseberg
2307c899-8bad-45c9-9a1a-e8d7b295dbc3,10,131.4,2,32,Pricemouth
2c1f9283-5051-4f70-9846-de284d13f3c7,6,176.9,12,43,Lake Heidiville
0292ff4d-dcfb-4439-8ec9-ff12f8e94c76,7,170.62,3,28,Michaelshire
ae708b4e-70e3-46d3-a91f-4641926bb9bc,8,141.7,1,48,Port Jonathan
a48fa971-e71b-43e1-bb83-bda7b06d3c17,14,53.88,19,20,Port Catherinemouth
7ec96016-c9fb-40d1-8e45-65b4d5498a6a,7,91.34,2,56,East Loriborough
87cced24-73a7-458b-a29e-f81137abd0e5,15,123.62,4,69,Williamton
cbe3d49d-30c4-40a6-b97f-a2d4a26519f3,12,172.76,5,54,East Sandra
ce312631-def2-4c82-ad22-063537b5a505,10,160.63,10,20,Wardtown
358e5a29-9fc6-4b66-bc8a-0076239772b0,9,139.49,16,37,Davidborough
ae776f49-e914-4a0b-bcab-6076cf63cab2,10,134.41,2,18,North Shawnburgh
e5405d2c-6cfd-4f7b-a2fc-133ad4d7abc2,9,197.88,9,60,North Yolandaton
6fdfb16c-6447-4c3c-a3c2-a2fe7a9a7409,13,88.68,11,28,New Amber
6e62e691-88a3-4096-a193-707f1eff8fca,6,218.14,2,66,Wrightville
1aeb43e6-73ca-434d-96c9-ff6a39dc20fe,12,120.91,12,20,Henryborough
cbdf29a1-32b2-4499-bb3f-53aec7f66361,7,145.54,10,39,East Angela
bffb8fc0-2d12-472a-9eef-c734f01586e1,10,104.67,10,30,Richardfort
08d675f1-6a81-4641-a081-5fa71cf318dd,10,156.05,15,24,East Tyler
80329c85-b910-4040-9577-64b9a56a66ff,7,56.5,15,34,New Jamesshire
54ecdb91-0c4f-4387-b017-405e334563b1,10,141.89,12,59,West Jamesfurt
371578ad-e446-4ef7-b562-a6c297baf77b,15,95.29,3,42,Brightborough
a6e06106-146d-4888-a166-99ab6a058c6a,16,42.86,12,26,Lake Nancy
cfdf2d37-f3b1-4c45-a21f-35e56b5fe4f4,4,161.27,2,43,Lake Ryanburgh
23736a52-3c46-4d9a-b5dc-8f30b9785665,8,237.52,2,24,East Megan
7f4376f2-11dc-498a-83d5-ff0ba777269f,7,172.32,2,33,East Johnmouth
5b72dfdd-38a9-4e4a-97b1-607f734d4409,14,89.85,3,49,Wernerburgh
baa25eea-3b1f-4448-a303-0a2f45cb4331,5,218.3,13,68,West Melinda
998cf16e-377d-4570-b518-6d67e64ffa7e,12,149.81,13,60,New Alexisfort
5db44ee5-00f8-462a-b996-95b7db09dfb2,5,145.29,9,19,Olsonburgh
0a55bc85-cb57-4cac-a9b1-8056256fdfa5,8,228.2,12,55,Eduardobury
4ba1014c-1e38-4ead-aa53-680c7e4d6329,14,209.01,5,48,Davisport
ec4dd878-0dde-4ad4-8c7e-7e349057d06a,7,231.36,3,25,North Haley
d0879b4f-e5a6-44d5-b3b8-ff2106688e0c,13,197.16,4,27,Diamondside
41c59dcc-16d4-4fbf-be64-ecc4c65cd4c7,9,185.68,3,60,Jessicafort
9eabf94d-5d91-4dcf-8e8f-602acc92844a,8,174.23,1,19,Port Jonathanbury
76b0f268-7c1f-4d4b-acf3-606afc79a2a0,13,126.6,10,57,Leahhaven
dd17eecd-034c-4cdb-b7c0-ae27734e4466,7,153.77,11,28,Lake Nathan
695e7256-7da4-49b6-94a7-f2555ecae78c,7,143.31,19,31,Lake Lawrence
c5161d40-dc4e-4892-b953-a4f0b43aa8eb,9,184.97,11,48,South Gary
1619c5bc-7cfb-4c91-8672-d234afb00483,12,264.01,8,29,Mcintoshburgh
12d95605-908c-4bdb-86f7-ddaab0ab2662,8,118.6,14,53,Stephenborough
78085b64-b01d-4b66-9b1a-ae57ab5b3099,16,173.12,8,48,Allenton
d718fa78-2a7e-4e23-ad0d-5b4c3be9bc9c,7,137.37,11,50,South James
c8f9683a-dca6-40ac-a399-82bfb6d0c897,7,106.39,9,57,Prestontown
92820eef-a44f-42e4-910f-6c81993e80f2,7,168.79,16,24,New Mark
5c693e5d-37f7-4d40-b4ce-c97ce08da24e,7,87.47,2,38,Lake Tamiland
e8460929-0bfa-4bae-85f0-afb23dd2a601,12,122.42,9,35,West Justin
ffed7d3e-f446-430b-b663-90ec57747396,5,79.63,1,42,Braunfort
a702e225-900c-4bee-b9c7-e3588dcdd30b,17,136.42,15,67,Lake Damon
acbb4ea8-6c24-4ad3-ad27-1de803465e95,5,135.47,12,42,East Michealchester
4dd9b8a6-36c3-4a67-8c46-28fb941d82ef,16,117.45,10,48,Brittanyfort
b81996cb-cd1c-4095-bc2d-6be273ec5fe0,10,275.05,14,39,South Guy
01b9ef84-ac33-4279-8b4e-0f4ce43d4634,6,148.08,14,37,Tommybury
82d92c98-c2c9-4dc0-bd50-64e3e55b532f,15,122.39,12,52,Grahamstad
07de93d0-fe49-4783-ba19-b9188aa7ac57,7,93.93,16,68,North Zachary
57c024cc-cbba-4e46-9833-0c1e7fe67804,8,68.53,16,35,Loweport
00610ce6-c7dd-4989-9323-3a50952fd7eb,11,134.69,17,34,East Jerryfurt
4be8619c-0fa4-4864-bc08-8c38421b8941,7,88.67,5,46,North Jonathantown
d42faab7-4577-49eb-9bf8-48f081070858,5,108.46,19,52,Desireetown
68d890dd-e69b-4126-837b-5dbeca8c7c1b,11,95.68,19,62,Chambersbury
